transaction_id,timestamp,sender_id,receiver_id,sender_country,receiver_country,amount_eur,is_flagged,flag_reason,risk_score
TXN1497,2023-01-16 14:15:00,CUST1841,CUST2265,Luxembourg,Germany,5159.86,False,Clean,10.46
TXN1498,2023-01-16 14:30:00,CUST1864,CUST2895,Malta,Cyprus,1043.58,False,Clean,14.72
TXN1499,2023-01-16 14:45:00,CUST1117,CUST2220,Malta,Malta,13808.14,False,Clean,6.48
TXN1500,2023-01-16 15:00:00,CUST1805,CUST2902,Netherlands,Cyprus,2524.81,False,Clean,33.51
TXN1501,2023-01-16 15:15:00,CUST1908,CUST2925,Luxembourg,Latvia,9813.6,True,Structuring,77.45
TXN1502,2023-01-16 15:30:00,CUST1158,CUST2442,Estonia,Germany,4473.79,False,Clean,29.44
TXN1503,2023-01-16 15:45:00,CUST1814,CUST2401,Luxembourg,Lithuania,1445.3,False,Clean,17.69
TXN1504,2023-01-16 16:00:00,CUST1227,CUST2400,Lithuania,Estonia,1223.88,False,Clean,32.1
TXN1505,2023-01-16 16:15:00,CUST1876,CUST2727,Netherlands,Malta,2175.57,False,Clean,19.5
TXN1506,2023-01-16 16:30:00,CUST1215,CUST2991,Estonia,Cyprus,1534.82,False,Clean,22.22
TXN1507,2023-01-16 16:45:00,CUST1947,CUST2899,Lithuania,Germany,11528.09,False,Clean,19.75
TXN1508,2023-01-16 17:00:00,CUST1695,CUST2789,Lithuania,Malta,7540.71,False,Clean,27.0
TXN1509,2023-01-16 17:15:00,CUST1014,CUST2576,Germany,Netherlands,5471.94,False,Clean,22.0
TXN1510,2023-01-16 17:30:00,CUST1156,CUST2858,Netherlands,Latvia,6566.35,False,Clean,13.15
TXN1511,2023-01-16 17:45:00,CUST1647,CUST2804,Lithuania,Netherlands,13969.73,False,Clean,9.37
TXN1512,2023-01-16 18:00:00,CUST1260,CUST2490,Cyprus,Cyprus,13705.9,False,Clean,23.18
TXN1513,2023-01-16 18:15:00,CUST1156,CUST2485,Malta,Netherlands,9816.28,True,Structuring,83.04
TXN1514,2023-01-16 18:30:00,CUST1046,CUST2757,Lithuania,Netherlands,13327.89,False,Clean,7.88
TXN1515,2023-01-16 18:45:00,CUST1323,CUST2470,Estonia,Latvia,5134.9,False,Clean,16.87
TXN1516,2023-01-16 19:00:00,CUST1843,CUST2574,Germany,Latvia,6026.09,False,Clean,20.44
TXN1517,2023-01-16 19:15:00,CUST1684,CUST2938,Latvia,Luxembourg,9398.83,False,Clean,29.81
TXN1518,2023-01-16 19:30:00,CUST1129,CUST2844,Malta,Latvia,9542.58,False,Clean,7.28
TXN1519,2023-01-16 19:45:00,CUST1410,CUST2682,Germany,Malta,7484.65,False,Clean,15.45
TXN1520,2023-01-16 20:00:00,CUST1094,CUST2445,Cyprus,Malta,6309.54,True,Layering,82.31
TXN1521,2023-01-16 20:15:00,CUST1626,CUST2269,Netherlands,Latvia,14799.61,False,Clean,24.45
TXN1522,2023-01-16 20:30:00,CUST1754,CUST2267,Netherlands,Netherlands,12406.29,False,Clean,13.7
TXN1523,2023-01-16 20:45:00,CUST1931,CUST2054,Lithuania,Lithuania,6807.21,False,Clean,30.36
TXN1524,2023-01-16 21:00:00,CUST1291,CUST2528,Cyprus,Lithuania,11045.74,False,Clean,19.8
TXN1525,2023-01-16 21:15:00,CUST1793,CUST2520,Netherlands,Luxembourg,4408.64,False,Clean,19.95
TXN1526,2023-01-16 21:30:00,CUST1810,CUST2616,Luxembourg,Latvia,1952.46,False,Clean,34.3
TXN1527,2023-01-16 21:45:00,CUST1282,CUST2059,Lithuania,Malta,5610.25,False,Clean,33.41
TXN1528,2023-01-16 22:00:00,CUST1068,CUST2825,Malta,Estonia,6343.11,False,Clean,15.76
TXN1529,2023-01-16 22:15:00,CUST1659,CUST2040,Germany,Germany,739.79,False,Clean,9.22
TXN1530,2023-01-16 22:30:00,CUST1010,CUST2237,Netherlands,Cyprus,12314.48,False,Clean,14.77
TXN1531,2023-01-16 22:45:00,CUST1253,CUST2955,Luxembourg,Malta,5708.3,False,Clean,5.91
TXN1532,2023-01-16 23:00:00,CUST1841,CUST2386,Germany,Estonia,8916.06,False,Clean,5.62
TXN1533,2023-01-16 23:15:00,CUST1871,CUST2606,Germany,Cyprus,1572.47,False,Clean,16.87
TXN1534,2023-01-16 23:30:00,CUST1549,CUST2734,Cyprus,Estonia,3037.45,False,Clean,33.23
TXN1535,2023-01-16 23:45:00,CUST1133,CUST2716,Netherlands,Estonia,13400.56,False,Clean,31.14
TXN1536,2023-01-17 00:00:00,CUST1711,CUST2650,Germany,Luxembourg,9325.97,False,Clean,20.34
TXN1537,2023-01-17 00:15:00,CUST1022,CUST2300,Cyprus,Lithuania,14279.12,False,Clean,21.96
TXN1538,2023-01-17 00:30:00,CUST1814,CUST2395,Cyprus,Germany,14981.88,False,Clean,5.18
TXN1539,2023-01-17 00:45:00,CUST1345,CUST2207,Netherlands,Estonia,9793.64,True,Structuring,93.16
TXN1540,2023-01-17 01:00:00,CUST1301,CUST2336,Cyprus,Latvia,4832.64,False,Clean,5.74
TXN1541,2023-01-17 01:15:00,CUST1362,CUST2593,Cyprus,Malta,12946.16,True,Layering,67.28
TXN1542,2023-01-17 01:30:00,CUST1395,CUST2730,Luxembourg,Malta,14979.87,False,Clean,9.37
TXN1543,2023-01-17 01:45:00,CUST1217,CUST2514,Netherlands,Lithuania,9629.8,False,Clean,31.07
TXN1544,2023-01-17 02:00:00,CUST1140,CUST2178,Latvia,Cyprus,12029.54,False,Clean,24.3
TXN1545,2023-01-17 02:15:00,CUST1615,CUST2396,Germany,Luxembourg,11835.31,False,Clean,11.88
TXN1546,2023-01-17 02:30:00,CUST1957,CUST2371,Luxembourg,Latvia,9680.96,True,Structuring,83.25
TXN1547,2023-01-17 02:45:00,CUST1209,CUST2858,Estonia,Latvia,8826.92,False,Clean,23.83
TXN1548,2023-01-17 03:00:00,CUST1984,CUST2791,Netherlands,Estonia,12579.33,False,Clean,32.03
TXN1549,2023-01-17 03:15:00,CUST1992,CUST2658,Germany,Latvia,10477.65,False,Clean,26.55
TXN1550,2023-01-17 03:30:00,CUST1622,CUST2318,Cyprus,Malta,806.88,True,Layering,80.33
TXN1551,2023-01-17 03:45:00,CUST1615,CUST2736,Cyprus,Luxembourg,5382.23,False,Clean,22.62
TXN1552,2023-01-17 04:00:00,CUST1827,CUST2369,Lithuania,Latvia,2594.9,False,Clean,14.32
TXN1553,2023-01-17 04:15:00,CUST1682,CUST2384,Netherlands,Estonia,3878.1,False,Clean,34.97
TXN1554,2023-01-17 04:30:00,CUST1459,CUST2062,Cyprus,Cyprus,13629.6,False,Clean,27.47
TXN1555,2023-01-17 04:45:00,CUST1355,CUST2806,Cyprus,Luxembourg,1034.95,False,Clean,23.43
TXN1556,2023-01-17 05:00:00,CUST1323,CUST2505,Cyprus,Latvia,3687.11,False,Clean,17.7
TXN1557,2023-01-17 05:15:00,CUST1132,CUST2239,Cyprus,Lithuania,4988.76,False,Clean,23.54
TXN1558,2023-01-17 05:30:00,CUST1887,CUST2195,Cyprus,Luxembourg,9444.82,False,Clean,15.25
TXN1559,2023-01-17 05:45:00,CUST1804,CUST2678,Netherlands,Luxembourg,8244.47,False,Clean,5.87
TXN1560,2023-01-17 06:00:00,CUST1839,CUST2963,Malta,Malta,3664.91,False,Clean,16.85
TXN1561,2023-01-17 06:15:00,CUST1126,CUST2222,Estonia,Lithuania,2881.5,False,Clean,32.91
TXN1562,2023-01-17 06:30:00,CUST1105,CUST2061,Latvia,Lithuania,3933.57,False,Clean,23.79
TXN1563,2023-01-17 06:45:00,CUST1603,CUST2129,Cyprus,Cyprus,7786.68,False,Clean,7.52
TXN1564,2023-01-17 07:00:00,CUST1798,CUST2990,Cyprus,Netherlands,9752.04,True,Structuring,91.68
TXN1565,2023-01-17 07:15:00,CUST1377,CUST2685,Latvia,Malta,14240.24,False,Clean,13.07
TXN1566,2023-01-17 07:30:00,CUST1904,CUST2992,Malta,Lithuania,7226.05,False,Clean,12.31
TXN1567,2023-01-17 07:45:00,CUST1050,CUST2156,Luxembourg,Lithuania,1352.54,False,Clean,13.91
TXN1568,2023-01-17 08:00:00,CUST1028,CUST2917,Malta,Netherlands,11074.36,False,Clean,22.32
TXN1569,2023-01-17 08:15:00,CUST1461,CUST2378,Luxembourg,Cyprus,5268.26,False,Clean,21.34
TXN1570,2023-01-17 08:30:00,CUST1295,CUST2622,Netherlands,Malta,9975.59,False,Clean,19.74
TXN1571,2023-01-17 08:45:00,CUST1296,CUST2781,Germany,Lithuania,4554.12,False,Clean,26.53
TXN1572,2023-01-17 09:00:00,CUST1725,CUST2923,Lithuania,Estonia,8775.78,False,Clean,14.5
TXN1573,2023-01-17 09:15:00,CUST1778,CUST2868,Lithuania,Cyprus,11696.21,False,Clean,28.46
TXN1574,2023-01-17 09:30:00,CUST1406,CUST2903,Germany,Malta,13956.13,False,Clean,10.26
TXN1575,2023-01-17 09:45:00,CUST1768,CUST2790,Netherlands,Lithuania,4286.34,False,Clean,28.48
TXN1576,2023-01-17 10:00:00,CUST1813,CUST2586,Cyprus,Malta,5355.43,True,Layering,83.18
TXN1577,2023-01-17 10:15:00,CUST1612,CUST2999,Malta,Netherlands,7231.86,False,Clean,25.5
TXN1578,2023-01-17 10:30:00,CUST1404,CUST2437,Latvia,Malta,13944.04,False,Clean,19.45
TXN1579,2023-01-17 10:45:00,CUST1345,CUST2975,Germany,Estonia,13570.11,False,Clean,25.01
TXN1580,2023-01-17 11:00:00,CUST1621,CUST2207,Malta,Cyprus,9761.31,True,Structuring,75.81
TXN1581,2023-01-17 11:15:00,CUST1419,CUST2388,Estonia,Latvia,2412.98,False,Clean,30.55
TXN1582,2023-01-17 11:30:00,CUST1181,CUST2480,Netherlands,Germany,7684.88,False,Clean,6.67
TXN1583,2023-01-17 11:45:00,CUST1982,CUST2791,Germany,Estonia,2045.98,False,Clean,9.46
TXN1584,2023-01-17 12:00:00,CUST1824,CUST2887,Lithuania,Latvia,5510.92,False,Clean,22.3
TXN1585,2023-01-17 12:15:00,CUST1000,CUST2838,Netherlands,Estonia,2651.59,False,Clean,27.18
TXN1586,2023-01-17 12:30:00,CUST1830,CUST2984,Latvia,Malta,9722.59,False,Clean,7.29
TXN1587,2023-01-17 12:45:00,CUST1949,CUST2340,Netherlands,Latvia,14267.68,False,Clean,32.62
TXN1588,2023-01-17 13:00:00,CUST1566,CUST2869,Netherlands,Malta,9681.93,True,Structuring,76.14
TXN1589,2023-01-17 13:15:00,CUST1370,CUST2340,Latvia,Latvia,5941.0,False,Clean,23.18
TXN1590,2023-01-17 13:30:00,CUST1935,CUST2204,Cyprus,Estonia,9185.68,False,Clean,19.44
TXN1591,2023-01-17 13:45:00,CUST1910,CUST2161,Latvia,Netherlands,12915.88,False,Clean,27.24
TXN1592,2023-01-17 14:00:00,CUST1660,CUST2540,Malta,Estonia,2203.2,False,Clean,14.85
TXN1593,2023-01-17 14:15:00,CUST1430,CUST2392,Netherlands,Malta,10498.68,False,Clean,19.8
TXN1594,2023-01-17 14:30:00,CUST1968,CUST2769,Luxembourg,Estonia,6428.23,False,Clean,32.48
TXN1595,2023-01-17 14:45:00,CUST1308,CUST2677,Latvia,Luxembourg,3489.12,False,Clean,33.67
TXN1596,2023-01-17 15:00:00,CUST1136,CUST2575,Cyprus,Luxembourg,6339.93,False,Clean,32.81
TXN1597,2023-01-17 15:15:00,CUST1201,CUST2534,Malta,Latvia,1601.42,False,Clean,12.87
TXN1598,2023-01-17 15:30:00,CUST1435,CUST2070,Luxembourg,Luxembourg,10583.4,False,Clean,11.97
TXN1599,2023-01-17 15:45:00,CUST1312,CUST2893,Luxembourg,Germany,4164.77,False,Clean,13.93
TXN1600,2023-01-17 16:00:00,CUST1116,CUST2405,Germany,Latvia,5015.38,False,Clean,18.24
TXN1601,2023-01-17 16:15:00,CUST1665,CUST2608,Latvia,Luxembourg,2255.68,False,Clean,14.43
TXN1602,2023-01-17 16:30:00,CUST1936,CUST2675,Latvia,Lithuania,13037.56,False,Clean,16.23
TXN1603,2023-01-17 16:45:00,CUST1802,CUST2591,Netherlands,Estonia,7654.94,False,Clean,23.62
TXN1604,2023-01-17 17:00:00,CUST1574,CUST2517,Malta,Cyprus,8796.13,False,Clean,27.88
TXN1605,2023-01-17 17:15:00,CUST1243,CUST2828,Germany,Estonia,8756.77,False,Clean,27.07
TXN1606,2023-01-17 17:30:00,CUST1536,CUST2120,Estonia,Luxembourg,6452.15,False,Clean,29.43
TXN1607,2023-01-17 17:45:00,CUST1601,CUST2814,Cyprus,Malta,3291.68,True,Layering,84.54
TXN1608,2023-01-17 18:00:00,CUST1074,CUST2690,Lithuania,Malta,11304.42,False,Clean,6.43
TXN1609,2023-01-17 18:15:00,CUST1805,CUST2688,Latvia,Cyprus,2342.32,False,Clean,28.68
TXN1610,2023-01-17 18:30:00,CUST1385,CUST2902,Latvia,Latvia,2006.17,False,Clean,20.99
TXN1611,2023-01-17 18:45:00,CUST1902,CUST2217,Germany,Netherlands,10797.1,False,Clean,22.34
TXN1612,2023-01-17 19:00:00,CUST1209,CUST2056,Cyprus,Estonia,3528.14,False,Clean,6.58
TXN1613,2023-01-17 19:15:00,CUST1474,CUST2366,Estonia,Luxembourg,9673.57,True,Structuring,80.74
TXN1614,2023-01-17 19:30:00,CUST1417,CUST2699,Lithuania,Latvia,7390.8,False,Clean,24.15
TXN1615,2023-01-17 19:45:00,CUST1346,CUST2504,Germany,Latvia,7015.59,False,Clean,30.78
TXN1616,2023-01-17 20:00:00,CUST1528,CUST2744,Latvia,Lithuania,10774.4,False,Clean,32.51
TXN1617,2023-01-17 20:15:00,CUST1639,CUST2767,Estonia,Lithuania,9539.76,False,Clean,20.01
TXN1618,2023-01-17 20:30:00,CUST1938,CUST2925,Malta,Luxembourg,9843.74,False,Clean,21.36
TXN1619,2023-01-17 20:45:00,CUST1954,CUST2455,Lithuania,Luxembourg,10853.79,False,Clean,29.99
TXN1620,2023-01-17 21:00:00,CUST1875,CUST2104,Netherlands,Germany,4742.88,False,Clean,21.13
TXN1621,2023-01-17 21:15:00,CUST1762,CUST2077,Estonia,Lithuania,5173.83,False,Clean,20.51
TXN1622,2023-01-17 21:30:00,CUST1178,CUST2230,Lithuania,Malta,6850.97,False,Clean,32.15
TXN1623,2023-01-17 21:45:00,CUST1181,CUST2914,Cyprus,Malta,4958.2,True,Layering,81.42
TXN1624,2023-01-17 22:00:00,CUST1663,CUST2258,Netherlands,Latvia,14781.6,False,Clean,32.27
TXN1625,2023-01-17 22:15:00,CUST1024,CUST2264,Lithuania,Lithuania,12303.75,False,Clean,11.55
TXN1626,2023-01-17 22:30:00,CUST1966,CUST2331,Lithuania,Luxembourg,2887.49,False,Clean,20.73
TXN1627,2023-01-17 22:45:00,CUST1179,CUST2993,Luxembourg,Germany,581.12,False,Clean,30.27
TXN1628,2023-01-17 23:00:00,CUST1709,CUST2182,Luxembourg,Luxembourg,1120.36,False,Clean,8.33
TXN1629,2023-01-17 23:15:00,CUST1500,CUST2893,Luxembourg,Luxembourg,4038.92,False,Clean,28.84
TXN1630,2023-01-17 23:30:00,CUST1855,CUST2768,Latvia,Luxembourg,2157.22,False,Clean,10.49
TXN1631,2023-01-17 23:45:00,CUST1160,CUST2550,Cyprus,Estonia,8233.4,False,Clean,29.24
TXN1632,2023-01-18 00:00:00,CUST1176,CUST2688,Estonia,Cyprus,12940.93,False,Clean,23.36
TXN1633,2023-01-18 00:15:00,CUST1284,CUST2027,Latvia,Lithuania,11182.88,False,Clean,10.8
TXN1634,2023-01-18 00:30:00,CUST1062,CUST2276,Malta,Latvia,3626.33,False,Clean,19.2
TXN1635,2023-01-18 00:45:00,CUST1661,CUST2652,Netherlands,Estonia,6289.84,False,Clean,25.46
TXN1636,2023-01-18 01:00:00,CUST1665,CUST2299,Cyprus,Luxembourg,7864.47,False,Clean,24.02
TXN1637,2023-01-18 01:15:00,CUST1155,CUST2957,Lithuania,Malta,12247.98,False,Clean,17.82
TXN1638,2023-01-18 01:30:00,CUST1881,CUST2799,Latvia,Latvia,12667.26,False,Clean,31.98
TXN1639,2023-01-18 01:45:00,CUST1468,CUST2091,Luxembourg,Estonia,13690.92,False,Clean,20.58
TXN1640,2023-01-18 02:00:00,CUST1048,CUST2480,Cyprus,Malta,7884.06,False,Clean,20.18
TXN1641,2023-01-18 02:15:00,CUST1966,CUST2573,Malta,Malta,10566.98,False,Clean,6.87
TXN1642,2023-01-18 02:30:00,CUST1848,CUST2458,Estonia,Cyprus,2121.11,False,Clean,32.66
TXN1643,2023-01-18 02:45:00,CUST1083,CUST2451,Malta,Latvia,8696.69,False,Clean,10.31
TXN1644,2023-01-18 03:00:00,CUST1360,CUST2365,Netherlands,Lithuania,4106.03,False,Clean,20.85
TXN1645,2023-01-18 03:15:00,CUST1688,CUST2859,Germany,Lithuania,6759.89,False,Clean,29.11
TXN1646,2023-01-18 03:30:00,CUST1147,CUST2675,Latvia,Germany,9693.73,False,Clean,11.46
TXN1647,2023-01-18 03:45:00,CUST1629,CUST2351,Luxembourg,Estonia,4226.3,False,Clean,20.82
TXN1648,2023-01-18 04:00:00,CUST1341,CUST2655,Netherlands,Germany,1256.68,False,Clean,12.22
TXN1649,2023-01-18 04:15:00,CUST1475,CUST2400,Germany,Netherlands,648.39,False,Clean,27.79
TXN1650,2023-01-18 04:30:00,CUST1062,CUST2253,Luxembourg,Lithuania,821.31,False,Clean,21.93
TXN1651,2023-01-18 04:45:00,CUST1700,CUST2781,Luxembourg,Estonia,621.07,False,Clean,30.68
TXN1652,2023-01-18 05:00:00,CUST1359,CUST2881,Luxembourg,Cyprus,2100.15,False,Clean,31.84
TXN1653,2023-01-18 05:15:00,CUST1560,CUST2803,Latvia,Germany,3972.59,False,Clean,24.46
TXN1654,2023-01-18 05:30:00,CUST1326,CUST2459,Netherlands,Cyprus,3707.71,False,Clean,26.76
TXN1655,2023-01-18 05:45:00,CUST1768,CUST2699,Luxembourg,Cyprus,14808.55,False,Clean,21.48
TXN1656,2023-01-18 06:00:00,CUST1735,CUST2917,Malta,Luxembourg,4937.09,False,Clean,16.53
TXN1657,2023-01-18 06:15:00,CUST1140,CUST2499,Netherlands,Luxembourg,2347.6,False,Clean,24.44
TXN1658,2023-01-18 06:30:00,CUST1989,CUST2950,Cyprus,Cyprus,8410.66,False,Clean,32.25
TXN1659,2023-01-18 06:45:00,CUST1214,CUST2971,Malta,Germany,12940.38,False,Clean,17.5
TXN1660,2023-01-18 07:00:00,CUST1434,CUST2926,Latvia,Luxembourg,10331.88,False,Clean,14.43
TXN1661,2023-01-18 07:15:00,CUST1890,CUST2508,Luxembourg,Netherlands,4793.19,False,Clean,16.65
TXN1662,2023-01-18 07:30:00,CUST1951,CUST2304,Netherlands,Malta,8643.43,False,Clean,18.06
TXN1663,2023-01-18 07:45:00,CUST1722,CUST2501,Lithuania,Malta,9729.97,True,Structuring,81.98
TXN1664,2023-01-18 08:00:00,CUST1317,CUST2803,Latvia,Luxembourg,11057.52,False,Clean,19.95
TXN1665,2023-01-18 08:15:00,CUST1031,CUST2598,Netherlands,Germany,10164.81,False,Clean,19.83
TXN1666,2023-01-18 08:30:00,CUST1669,CUST2166,Cyprus,Malta,13126.75,False,Clean,22.65
TXN1667,2023-01-18 08:45:00,CUST1284,CUST2415,Luxembourg,Latvia,13116.53,False,Clean,15.88
TXN1668,2023-01-18 09:00:00,CUST1304,CUST2462,Germany,Malta,8894.58,False,Clean,23.39
TXN1669,2023-01-18 09:15:00,CUST1428,CUST2920,Luxembourg,Lithuania,6732.92,False,Clean,31.35
TXN1670,2023-01-18 09:30:00,CUST1476,CUST2114,Germany,Germany,9802.77,False,Clean,33.66
TXN1671,2023-01-18 09:45:00,CUST1285,CUST2433,Lithuania,Luxembourg,12364.07,False,Clean,22.51
TXN1672,2023-01-18 10:00:00,CUST1143,CUST2992,Latvia,Luxembourg,581.96,False,Clean,6.28
TXN1673,2023-01-18 10:15:00,CUST1423,CUST2356,Cyprus,Malta,14883.96,False,Clean,34.08
TXN1674,2023-01-18 10:30:00,CUST1018,CUST2928,Netherlands,Germany,3151.96,False,Clean,26.18
TXN1675,2023-01-18 10:45:00,CUST1017,CUST2695,Netherlands,Netherlands,7318.61,False,Clean,15.08
TXN1676,2023-01-18 11:00:00,CUST1768,CUST2207,Germany,Latvia,13144.43,False,Clean,9.41
TXN1677,2023-01-18 11:15:00,CUST1589,CUST2768,Cyprus,Malta,3763.09,True,Layering,88.15
TXN1678,2023-01-18 11:30:00,CUST1370,CUST2235,Malta,Germany,7413.53,False,Clean,10.03
TXN1679,2023-01-18 11:45:00,CUST1174,CUST2442,Lithuania,Luxembourg,2422.44,False,Clean,6.37
TXN1680,2023-01-18 12:00:00,CUST1193,CUST2355,Germany,Luxembourg,6228.61,False,Clean,32.06
TXN1681,2023-01-18 12:15:00,CUST1501,CUST2515,Germany,Lithuania,3068.46,False,Clean,21.22
TXN1682,2023-01-18 12:30:00,CUST1987,CUST2208,Lithuania,Malta,5772.6,False,Clean,26.0
TXN1683,2023-01-18 12:45:00,CUST1112,CUST2709,Latvia,Lithuania,5915.23,False,Clean,29.84
TXN1684,2023-01-18 13:00:00,CUST1113,CUST2853,Netherlands,Malta,14900.98,False,Clean,28.75
TXN1685,2023-01-18 13:15:00,CUST1221,CUST2125,Latvia,Luxembourg,14924.79,False,Clean,31.48
TXN1686,2023-01-18 13:30:00,CUST1677,CUST2138,Cyprus,Germany,2164.4,False,Clean,34.02
TXN1687,2023-01-18 13:45:00,CUST1946,CUST2339,Cyprus,Malta,11026.55,True,Layering,89.45
TXN1688,2023-01-18 14:00:00,CUST1830,CUST2537,Luxembourg,Malta,1250.31,False,Clean,33.51
TXN1689,2023-01-18 14:15:00,CUST1643,CUST2068,Estonia,Cyprus,937.78,False,Clean,26.7
TXN1690,2023-01-18 14:30:00,CUST1896,CUST2573,Cyprus,Malta,2027.34,True,Layering,81.57
TXN1691,2023-01-18 14:45:00,CUST1263,CUST2541,Estonia,Lithuania,14499.54,False,Clean,25.45
TXN1692,2023-01-18 15:00:00,CUST1924,CUST2383,Lithuania,Cyprus,14142.52,False,Clean,25.6
TXN1693,2023-01-18 15:15:00,CUST1054,CUST2019,Germany,Lithuania,3311.95,False,Clean,32.18
TXN1694,2023-01-18 15:30:00,CUST1870,CUST2683,Malta,Malta,2844.25,False,Clean,16.19
TXN1695,2023-01-18 15:45:00,CUST1642,CUST2450,Latvia,Malta,3987.76,False,Clean,22.55
TXN1696,2023-01-18 16:00:00,CUST1799,CUST2074,Luxembourg,Latvia,7975.43,False,Clean,5.37
TXN1697,2023-01-18 16:15:00,CUST1777,CUST2573,Netherlands,Malta,8760.72,False,Clean,14.96
TXN1698,2023-01-18 16:30:00,CUST1457,CUST2939,Estonia,Luxembourg,3713.1,False,Clean,6.87
TXN1699,2023-01-18 16:45:00,CUST1978,CUST2665,Latvia,Latvia,11471.03,False,Clean,20.66
TXN1700,2023-01-18 17:00:00,CUST1877,CUST2276,Estonia,Cyprus,4988.52,False,Clean,29.52
TXN1701,2023-01-18 17:15:00,CUST1161,CUST2048,Malta,Malta,13870.9,False,Clean,11.19
TXN1702,2023-01-18 17:30:00,CUST1379,CUST2211,Estonia,Germany,10022.48,False,Clean,20.82
TXN1703,2023-01-18 17:45:00,CUST1992,CUST2855,Netherlands,Estonia,6827.09,False,Clean,11.12
TXN1704,2023-01-18 18:00:00,CUST1086,CUST2920,Cyprus,Malta,11953.72,True,Layering,75.45
TXN1705,2023-01-18 18:15:00,CUST1054,CUST2651,Cyprus,Luxembourg,12359.76,False,Clean,20.33
TXN1706,2023-01-18 18:30:00,CUST1475,CUST2622,Cyprus,Estonia,4711.98,False,Clean,7.37
TXN1707,2023-01-18 18:45:00,CUST1799,CUST2994,Malta,Estonia,5425.86,False,Clean,22.62
TXN1708,2023-01-18 19:00:00,CUST1177,CUST2695,Cyprus,Lithuania,14071.35,False,Clean,5.94
TXN1709,2023-01-18 19:15:00,CUST1390,CUST2540,Lithuania,Luxembourg,2888.75,False,Clean,8.2
TXN1710,2023-01-18 19:30:00,CUST1348,CUST2709,Germany,Luxembourg,1111.18,False,Clean,21.5
TXN1711,2023-01-18 19:45:00,CUST1007,CUST2191,Lithuania,Latvia,7083.8,False,Clean,22.74
TXN1712,2023-01-18 20:00:00,CUST1832,CUST2315,Latvia,Lithuania,12117.54,False,Clean,5.87
TXN1713,2023-01-18 20:15:00,CUST1312,CUST2901,Lithuania,Cyprus,11689.19,False,Clean,22.2
TXN1714,2023-01-18 20:30:00,CUST1758,CUST2563,Latvia,Netherlands,13833.19,False,Clean,30.16
TXN1715,2023-01-18 20:45:00,CUST1834,CUST2661,Latvia,Cyprus,8231.41,False,Clean,26.67
TXN1716,2023-01-18 21:00:00,CUST1983,CUST2780,Germany,Germany,1950.94,False,Clean,8.94
TXN1717,2023-01-18 21:15:00,CUST1982,CUST2562,Netherlands,Netherlands,9035.99,False,Clean,22.77
TXN1718,2023-01-18 21:30:00,CUST1442,CUST2900,Luxembourg,Lithuania,11786.74,False,Clean,25.17
TXN1719,2023-01-18 21:45:00,CUST1766,CUST2758,Malta,Malta,1853.26,False,Clean,6.12
TXN1720,2023-01-18 22:00:00,CUST1327,CUST2113,Germany,Malta,3003.53,False,Clean,30.66
TXN1721,2023-01-18 22:15:00,CUST1053,CUST2170,Malta,Lithuania,678.21,False,Clean,32.19
TXN1722,2023-01-18 22:30:00,CUST1760,CUST2468,Cyprus,Cyprus,9107.96,False,Clean,30.51
TXN1723,2023-01-18 22:45:00,CUST1238,CUST2678,Cyprus,Lithuania,13357.65,False,Clean,29.74
TXN1724,2023-01-18 23:00:00,CUST1228,CUST2921,Lithuania,Lithuania,10224.62,False,Clean,27.35
TXN1725,2023-01-18 23:15:00,CUST1578,CUST2014,Latvia,Estonia,14739.58,False,Clean,24.0
TXN1726,2023-01-18 23:30:00,CUST1050,CUST2715,Estonia,Germany,1413.99,False,Clean,25.36
TXN1727,2023-01-18 23:45:00,CUST1608,CUST2288,Estonia,Luxembourg,13593.52,False,Clean,29.19
TXN1728,2023-01-19 00:00:00,CUST1603,CUST2907,Malta,Malta,12303.99,False,Clean,24.87
TXN1729,2023-01-19 00:15:00,CUST1263,CUST2189,Latvia,Estonia,5056.5,False,Clean,14.83
TXN1730,2023-01-19 00:30:00,CUST1417,CUST2914,Malta,Lithuania,14616.14,False,Clean,16.28
TXN1731,2023-01-19 00:45:00,CUST1802,CUST2155,Germany,Latvia,4675.1,False,Clean,31.91
TXN1732,2023-01-19 01:00:00,CUST1095,CUST2567,Netherlands,Estonia,13394.92,False,Clean,5.51
TXN1733,2023-01-19 01:15:00,CUST1087,CUST2694,Luxembourg,Lithuania,13270.85,False,Clean,25.96
TXN1734,2023-01-19 01:30:00,CUST1077,CUST2722,Germany,Malta,11486.04,False,Clean,33.64
TXN1735,2023-01-19 01:45:00,CUST1287,CUST2888,Latvia,Luxembourg,8670.32,False,Clean,26.19
TXN1736,2023-01-19 02:00:00,CUST1119,CUST2471,Latvia,Lithuania,2240.04,False,Clean,34.82
TXN1737,2023-01-19 02:15:00,CUST1813,CUST2075,Netherlands,Germany,8213.59,False,Clean,25.63
TXN1738,2023-01-19 02:30:00,CUST1490,CUST2277,Malta,Cyprus,5673.55,False,Clean,6.03
TXN1739,2023-01-19 02:45:00,CUST1911,CUST2940,Lithuania,Netherlands,11987.15,False,Clean,29.81
TXN1740,2023-01-19 03:00:00,CUST1451,CUST2645,Lithuania,Estonia,11492.87,False,Clean,13.54
TXN1741,2023-01-19 03:15:00,CUST1499,CUST2343,Netherlands,Estonia,13703.88,False,Clean,18.38
